Province_State,Date,Confirmed,Deaths,Recovered,Active,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,Testing_Rate,Hospitalization_Rate,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
Iowa,07-13-2020,35631,755,26664.0,8212.0,1129.3251813747395,376716.0,,2.11894137127782,11940.020348201464,,314,18,656,305,1100,710,70,40,1170,541,7,108,9147,651,457861,782,186,226,76,133,121,647,2440,192,2703,85,5366,178,43,175,104,382,664,194,613,717,168,383,19,239,1644,476,1750,171,20,341,288,101,2228,108
Iowa,07-14-2020,35866,757,26952.0,8157.0,1136.7735105718734,380408.0,,2.1106340266547705,12057.038354141108,,248,5,600,255,945,599,51,19,1111,468,9,129,9028,591,461948,699,192,204,51,131,87,569,2329,204,2433,87,5321,144,44,177,93,326,543,184,578,611,146,360,16,208,1571,431,1640,184,12,267,269,74,1925,90
Iowa,07-15-2020,36536,777,27177.0,8582.0,1158.0091725381687,387312.0,,2.126669586161594,12275.860757447537,,273,12,558,253,927,589,53,19,1078,428,12,122,9516,606,464962,986,204,241,171,185,68,535,2593,214,3147,79,5859,131,48,159,107,360,705,224,570,1396,145,345,14,221,1636,711,1727,141,12,349,280,181,2822,76
Iowa,07-16-2020,37350,781,27404.0,9165.0,1183.8089170763249,396451.0,,2.0910307898259703,12565.52152567138,,331,14,677,321,1126,722,42,22,1177,533,10,116,11131,722,472530,1292,215,247,178,169,94,585,3111,231,3481,88,6267,200,59,186,107,385,792,257,603,1614,186,378,17,240,1708,782,2044,174,17,386,316,203,3264,80
Iowa,07-17-2020,37903,785,27609.0,9509.0,1201.3362619529835,402453.0,,2.071076168113342,12755.755022867957,,334,7,684,374,1217,843,74,27,1337,543,11,127,13090,849,489726,1648,260,331,177,241,119,672,4123,234,4164,91,7990,266,77,177,115,481,974,295,684,1562,170,440,20,325,2283,816,2204,172,33,484,342,218,3651,87
Iowa,07-18-2020,38313,789,27820.0,9704.0,1214.3312192756418,403729.0,,2.05935322214392,12796.197865657496,,325,13,655,365,1127,863,64,20,1211,514,14,133,12938,862,453520,1720,278,305,182,215,91,621,5221,249,4283,77,8691,213,58,160,116,401,788,284,678,1466,189,388,15,273,2449,773,1998,179,20,424,303,182,3903,77
Iowa,07-19-2020,38813,793,27894.0,10126.0,1230.1787282057132,415491.0,,2.0431298791641974,13168.994665728496,,298,11,601,383,987,741,61,18,1050,483,16,135,10391,683,422662,1488,282,234,157,151,113,613,4083,192,3442,86,7660,184,57,156,107,338,708,249,540,1274,179,369,12,246,1929,658,1758,147,14,378,264,170,3263,72
Iowa,07-20-2020,39343,798,28024.0,10521.0,1246.9770876715888,418544.0,,2.02831507510866,13265.759555255509,,317,13,545,327,1013,647,77,23,1075,441,17,123,8769,586,435919,762,248,219,42,135,122,552,2262,200,2554,68,5053,201,30,152,107,370,499,187,567,631,150,361,22,277,1540,506,1742,163,13,317,254,84,2007,72
Iowa,07-21-2020,39721,806,28388.0,10527.0,1258.9578044227228,422433.0,,2.0291533445784347,13389.021479713603,,301,21,548,327,1092,604,88,29,1086,453,21,106,8586,591,448848,789,244,239,56,150,131,524,2544,217,2515,79,5165,193,32,170,122,382,447,245,611,602,162,368,19,244,1614,479,1743,155,15,299,221,92,2107,94
Iowa,07-22-2020,40208,814,28607.0,10787.0,1274.3932781206122,426436.0,,2.0244727417429367,13515.896636207757,,278,8,542,343,1138,668,64,13,1064,431,19,129,9370,552,467806,878,221,229,55,158,107,564,2689,192,2853,85,5530,185,21,155,132,334,471,246,591,691,179,343,15,239,1741,492,1750,155,16,319,255,78,2272,88
Iowa,07-23-2020,40796,820,28924.0,11052.0,1293.029948622376,436286.0,,2.0100009804882832,13828.09256213016,,326,16,569,361,1090,738,66,22,1171,480,14,108,9910,632,468328,1075,218,213,46,156,113,564,3006,176,3173,82,5725,211,35,127,138,374,503,254,604,686,146,363,19,248,1782,519,1798,199,14,326,278,94,2393,82
Iowa,07-24-2020,41434,826,29216.0,11392.0,1313.251370017147,441873.0,,1.993531882029252,14005.172626914775,,361,18,638,441,1194,939,81,23,1145,506,17,107,12006,702,489765,1511,213,252,50,167,151,736,4178,227,3707,64,7606,209,31,162,128,405,530,264,666,713,161,401,13,254,2339,536,1944,220,19,368,319,100,3041,86
Iowa,07-25-2020,41886,826,29477.0,11583.0,1327.5775180899311,446263.0,,1.9720192904550449,14144.313755320802,,353,15,584,401,1160,926,57,24,1084,499,22,81,12535,711,459667,1569,230,221,48,157,122,724,4731,213,3627,80,8101,172,37,155,131,399,556,240,611,654,148,384,22,248,2448,538,1947,162,20,365,278,112,3344,100
Iowa,07-26-2020,42357,829,29625.0,11903.0,1342.5058715020587,450599.0,,1.9571735486460324,14281.74335276238,,352,10,542,349,1108,800,74,24,1010,479,23,99,10182,627,419977,1291,181,239,54,163,105,634,3769,235,2904,61,6755,180,30,158,149,347,510,211,545,629,175,375,16,244,1946,487,1827,201,17,351,277,91,2940,84
Iowa,07-27-2020,42696,836,29873.0,11987.0,1353.2504825566468,454845.0,,1.9580288551620761,14416.320398596543,,326,12,498,320,1046,778,65,20,982,486,13,80,8984,522,451218,853,198,200,51,139,87,554,2634,232,2606,89,5480,157,38,128,128,323,517,227,491,733,159,336,13,265,1589,492,1757,175,22,335,298,88,2349,76
Iowa,07-28-2020,42928,839,30623.0,11466.0,1360.6037267002,457435.0,,1.954435333581812,14498.410494854314,,354,17,529,308,1171,718,68,34,980,446,10,115,9555,605,473571,851,217,191,62,164,92,626,2823,233,2858,63,5600,148,57,125,152,359,594,202,584,751,170,404,15,274,1619,534,1806,186,17,355,276,92,2252,62
Iowa,07-29-2020,43623,854,31246.0,11523.0,1382.631764112999,462712.0,,1.957682873713408,14665.665104102287,,371,17,479,353,1024,728,54,18,989,453,11,122,9863,626,489535,815,170,202,29,134,71,597,2906,259,2855,82,5717,173,38,98,100,355,546,216,531,684,148,384,10,242,1710,545,1738,174,16,309,211,88,2293,89
Iowa,07-30-2020,44285,865,31835.0,11585.0,1403.6138659364135,469098.0,,1.9532573106017843,14868.069488157156,,337,13,448,334,792,854,39,9,970,378,8,99,9826,639,493238,931,178,202,21,106,61,617,2991,201,3160,73,6431,118,33,93,102,267,451,221,483,794,124,331,7,215,1812,481,1632,147,19,277,214,72,2279,96
Iowa,07-31-2020,44753,872,32578.0,11303.0,1418.4471342949607,474412.0,,1.948472728085268,15036.496813065954,,265,10,437,299,749,928,28,10,892,374,11,72,11244,563,502549,1166,150,177,25,91,66,588,3678,159,3643,90,7569,144,30,80,99,195,430,219,429,787,137,314,3,187,2301,481,1637,145,7,312,215,78,2522,84
Iowa,08-01-2020,45293,874,32819.0,11600.0,1435.5624439394373,478970.0,,1.929658004548164,15180.962704472482,,223,7,358,294,655,962,16,12,734,292,13,72,11999,534,483596,1265,172,173,35,79,49,707,4691,150,3905,55,8772,122,15,81,78,183,427,231,399,688,83,279,7,122,2467,459,1394,146,12,205,195,74,2725,108
Iowa,08-02-2020,45723,878,32952.0,11893.0,1449.1913016192984,484118.0,,1.9202589506375347,15344.128656416498,,225,7,364,254,620,891,9,18,751,285,17,87,9775,476,460109,1174,160,140,20,83,48,631,3993,141,3135,76,8045,120,27,84,59,141,424,206,381,728,82,272,9,149,2043,462,1212,146,9,206,247,75,2435,80
Iowa,08-03-2020,45905,884,33219.0,11802.0,1454.9597948698445,486475.0,,1.925716152924518,15418.833813512854,,245,1,349,241,607,716,15,19,790,283,16,88,9531,411,479827,702,152,156,16,77,49,566,2787,153,2776,75,5508,112,29,119,51,190,392,167,362,478,69,226,11,122,1709,307,1125,128,14,207,245,48,1920,83
Iowa,08-04-2020,46231,888,34023.0,11320.0,1465.2923706922504,490371.0,,1.9207890809197288,15542.31760309597,,213,6,315,246,666,670,20,28,785,272,14,112,9857,411,483553,697,173,132,17,102,45,555,2877,120,2523,68,5474,109,37,96,65,204,371,158,400,431,74,249,24,112,1749,316,1220,138,11,171,196,34,1995,74
Iowa,08-05-2020,46836,900,34733.0,11203.0,1484.467856497637,496428.0,,1.9215987701767872,15734.29432627485,,147,4,274,277,609,670,14,14,747,304,14,96,10009,507,487222,839,178,130,27,114,40,669,2933,121,2602,68,5672,114,22,72,55,214,377,174,410,474,75,243,15,120,1730,289,1235,130,13,181,186,54,2002,67
Iowa,08-06-2020,47559,912,35548.0,11099.0,1507.3833544105207,503120.0,,1.917618116444837,15946.397385794931,,166,3,323,300,657,673,16,13,799,293,16,66,10274,597,492054,976,162,131,21,119,35,619,2949,127,2717,62,5903,139,35,103,51,192,365,198,482,485,76,292,13,157,1821,335,1348,144,13,190,206,31,2073,68
Iowa,08-07-2020,48040,915,36322.0,10803.0,1522.6286580012488,508700.0,,1.90466278101582,16123.255585454524,,177,8,422,357,826,799,13,13,862,352,22,89,11730,679,518843,1138,155,138,24,145,58,741,3770,135,3315,98,6933,161,26,140,80,172,380,204,516,497,91,315,8,182,2365,390,1444,171,10,244,173,49,2604,79
Iowa,08-08-2020,48535,927,36882.0,10726.0,1538.3176918420193,513547.0,,1.9099618831770888,16276.881337022633,,181,5,369,297,742,772,18,11,802,293,25,115,11966,666,474645,1190,174,146,29,116,73,718,4334,92,3538,80,8578,143,29,97,72,163,320,257,506,497,80,245,3,146,2528,349,1379,156,12,216,211,46,2702,68
Iowa,08-09-2020,48919,931,37096.0,10892.0,1550.488578700314,518810.0,,1.903146016885055,16443.692216020565,,130,13,375,279,718,676,28,8,662,259,16,78,9485,443,431991,990,177,117,32,81,49,557,3358,83,2755,61,7139,136,22,93,70,178,277,221,454,427,88,233,3,122,1873,275,1249,131,18,182,199,44,2167,85
Iowa,08-10-2020,49165,934,37317.0,10914.0,1558.2855530939096,521387.0,,1.8997254144208282,16525.37027704615,,151,10,376,249,775,540,35,13,720,298,21,72,8910,470,458642,765,145,109,24,81,27,513,2870,98,2655,55,5231,137,21,68,69,129,293,188,372,506,81,263,3,129,1709,262,1348,125,26,189,175,32,1821,67
Iowa,08-11-2020,49521,946,38033.0,10542.0,1569.56897945212,523920.0,,1.910300680519376,16605.65375728589,,189,15,370,252,720,533,25,9,769,305,27,89,9104,465,446163,895,175,124,23,85,32,571,3047,123,2859,60,5103,134,16,69,68,143,315,188,373,575,103,335,4,135,1741,267,1231,108,19,188,194,37,2144,63
Iowa,08-12-2020,49973,953,38657.0,10363.0,1583.8951275249044,528148.0,,1.9070297960898883,16739.660292798573,,212,13,367,255,794,540,34,10,809,301,18,88,9968,509,460090,951,154,111,34,84,43,635,3281,177,3054,83,5240,124,27,84,61,213,378,239,476,707,180,333,2,222,1813,348,1379,146,20,226,251,43,2342,88
Iowa,08-13-2020,50373,960,39320.0,10093.0,1596.5731346689608,534813.0,,1.905782859865404,16950.907586836423,,239,15,404,280,814,581,30,13,793,381,29,122,10775,554,484159,1132,206,152,55,86,49,627,3588,201,3138,65,5731,118,31,93,72,179,431,269,519,828,111,282,10,220,1971,440,1490,176,19,267,241,67,2784,101
Iowa,08-14-2020,51247,970,39879.0,10398.0,1624.2745802787258,540237.0,,1.8927937245107032,17122.821363709838,,250,9,455,362,889,847,29,12,1007,386,49,122,12778,645,498048,1409,208,175,35,86,52,738,4464,227,3975,74,6828,133,38,102,73,212,454,362,658,935,121,342,4,229,2397,532,1600,192,34,275,282,65,3048,102
Iowa,08-15-2020,52065,975,40381.0,10709.0,1650.2011048883226,546074.0,,1.8726591760299625,17307.825182959492,,222,9,465,377,896,895,36,16,925,404,40,117,14307,724,474183,1603,231,163,37,94,49,838,5303,211,4519,70,8448,142,31,94,98,268,450,304,645,951,125,295,4,222,2761,494,1710,167,16,292,256,69,3486,140
Iowa,08-16-2020,52447,975,40525.0,10947.0,1662.3086017108972,551193.0,,1.859019581672927,17470.07197938556,,219,13,413,335,909,753,63,17,856,360,43,108,12081,614,450152,1425,242,142,44,88,58,728,4338,200,3715,84,6582,111,23,96,68,222,409,270,542,994,137,275,7,191,2181,434,1599,143,22,264,269,47,2886,96
Iowa,08-17-2020,52829,987,40788.0,11054.0,1674.4160985334713,553984.0,,1.8682920365708229,17558.53277423322,,217,18,363,234,916,674,69,15,914,346,27,117,10778,499,477073,1145,197,123,32,109,70,692,3520,186,3199,81,5561,143,16,132,52,239,357,302,458,975,142,269,6,216,1663,506,1605,134,17,238,217,57,2536,73
Iowa,08-18-2020,53201,1002,41565.0,10634.0,1686.206645,557098.0,,1.883423244,17657.23106,,255,19,390,256,831,731,63,17,913,342,31,104,11327,543,493724,1073,223,151,50,74,57,618,3519,180,3152,93,5771,146,29,127,75,265,347,277,429,796,134,275,3,200,1743,487,1602,115,13,242,230,62,2746,76
Iowa,08-19-2020,53523,1010,41837.0,10676.0,1696.4124409284107,562322.0,,1.8870392167853072,17822.805833151087,,244,15,416,286,834,711,71,21,902,358,21,96,11082,519,480249,1052,228,160,38,82,95,612,3321,196,3133,122,5722,112,32,107,71,285,364,270,421,796,130,243,1,180,1614,469,1562,121,16,270,197,63,2663,56
Iowa,08-20-2020,54533,1016,42372.0,11145.0,1728.4244089671545,568191.0,,1.8630920726899307,18008.823892972265,,282,14,404,296,892,796,85,19,1079,356,29,143,12008,487,494376,1213,230,178,47,113,77,699,3707,187,3499,134,6799,135,51,109,75,278,639,339,445,1484,185,295,5,203,1667,701,1841,147,23,376,259,196,3424,71
Iowa,08-21-2020,55331,1029,42912.0,11390.0,1753.7170332195487,573139.0,,1.8597169760170609,18165.65084134425,,327,21,534,324,1254,870,67,25,1118,490,32,126,13061,585,509442,1257,293,226,47,159,99,763,4596,189,3726,129,7044,193,44,144,108,410,549,342,620,898,194,375,15,249,2211,595,2176,173,21,348,243,100,3329,85
Iowa,08-22-2020,55996,1033,43383.0,11580.0,1774.7942200965424,578355.0,,1.844774626759054,18330.972054502752,,297,16,532,327,1196,812,69,34,1156,545,28,118,13683,686,472052,1386,294,220,57,166,93,854,5239,192,3951,118,8510,175,48,149,102,378,516,381,594,825,188,367,19,239,2501,573,2066,154,27,317,250,94,3713,89
Iowa,08-23-2020,56446,1037,43493.0,11916.0,1789.0569781336071,581976.0,,1.8371540941785067,18445.739714174328,,242,20,483,291,1000,700,56,26,974,442,28,102,10799,494,421797,1084,212,223,32,119,98,674,3916,149,2823,80,6263,144,26,122,86,329,393,212,469,562,153,278,8,175,1848,422,1845,137,18,251,231,60,2983,75
Iowa,08-24-2020,56909,1047,43738.0,12124.0,1803.7317714028527,584098.0,,1.83977929677204,18512.99654207355,,285,25,519,283,1114,627,54,19,896,452,28,93,9574,461,440076,874,230,202,30,148,71,548,2937,171,2419,74,4867,140,21,100,84,290,432,195,480,581,140,314,12,213,1528,397,1889,140,20,208,257,58,2295,99
Iowa,08-25-2020,57606,1059,44396.0,12151.0,1825.8231988513726,587743.0,,1.8383501718570985,18628.52488217377,,285,21,518,298,1050,630,51,22,903,492,23,96,9849,560,444064,910,237,209,101,146,95,569,3069,207,2503,62,4736,162,23,119,84,345,541,169,542,586,137,304,8,197,1578,424,1818,143,22,227,237,117,3323,80
Iowa,08-26-2020,58807,1071,44903.0,12833.0,1863.888915301404,593808.0,,1.8212117605047016,18820.75516549553,,272,21,488,265,1093,643,50,27,943,478,37,113,9946,532,444512,883,250,182,178,156,113,599,2974,226,2629,80,5000,158,55,133,107,327,589,146,601,563,139,322,10,240,1590,487,1814,128,15,296,278,146,3730,85
Iowa,08-27-2020,61488,1091,45447.0,14950.0,1948.863258184446,601643.0,,1.7743299505594587,19069.085630429752,,306,15,499,339,1076,711,74,20,1037,441,25,114,10225,529,451318,904,250,191,70,129,100,655,3123,206,2670,102,5095,125,34,152,107,313,483,130,562,563,135,348,11,234,1639,512,1829,155,19,267,254,80,3233,95
Iowa,08-28-2020,62828,1108,45977.0,15743.0,1991.3345821170367,607159.0,,1.763544916279366,19243.9153489463,,267,14,509,322,974,700,61,14,987,452,34,123,11014,538,471994,1086,261,197,57,117,94,691,3975,173,2842,93,5791,136,30,112,96,268,425,156,508,577,122,325,13,201,1818,467,1912,144,13,233,242,74,3262,101
Iowa,08-29-2020,63612,1100,46409.0,16103.0,2016.1834761193888,612579.0,,1.7292334779601333,19415.702345748272,,232,24,465,317,998,680,58,7,952,425,24,115,12882,649,452053,1491,201,199,32,106,89,593,4334,180,3333,78,7499,126,25,113,100,284,385,139,463,611,103,282,7,197,2264,439,1817,140,17,206,233,72,3411,84
Iowa,08-30-2020,64599,1113,46555.0,16931.0,2047.4664587473487,617095.0,,1.722936887567919,19558.837046404675,,208,13,423,234,889,630,49,7,809,346,20,118,9628,445,405972,1176,189,164,39,81,79,500,3485,162,2412,63,6124,120,15,99,87,271,319,128,391,501,99,249,10,175,1857,379,1509,141,15,188,211,53,2617,70
Iowa,08-31-2020,65139,1120,46740.0,17279.0,2064.5817683918267,620872.0,,1.7194000521960733,19678.54912886244,,342,18,436,288,1004,629,56,11,888,427,25,99,9719,450,473865,838,206,179,46,90,93,555,3014,217,2655,81,5184,143,19,125,106,290,371,129,504,635,120,360,15,210,1535,450,1796,172,18,240,238,63,2401,63
Kansas,04-12-2020,1344,56,,1288.0,55.11612114,13253.0,298.0,4.166666667,543.4925249,22.17261905,105,11,306,314,338,432,30,3,404,157,16,51,331,125,268,272862,70,108,5,31,28,84,146,83,5291,7,516,57,16,29,77,100,87,30,134,1304,36,71,1,76,41,163,1257,47,2,76,85,15,81,48
Kansas,04-13-2020,1390,62,,1328.0,57.00253599771662,13864.0,309.0,4.460431654676259,568.549035303844,22.230215827338128,103,11,332,373,405,457,33,8,419,166,12,49,441,143,372,317793,89,121,6,38,25,80,171,72,10821,12,784,53,19,32,81,129,111,39,142,1699,40,72,2,93,49,164,1498,53,0,74,88,20,81,61
Kansas,04-14-2020,1441,69,,1372.0,59.09399595,14147.0,327.0,4.78834143,580.1545876,22.6925746,221,20,340,575,553,588,46,12,543,307,11,82,535,313,456,309415,218,189,29,73,75,200,222,232,11092,30,856,95,57,40,112,313,188,39,232,1771,106,193,8,146,60,275,1759,89,11,140,142,52,136,63
Kansas,04-15-2020,1504,71,,1433.0,61.67756412990345,14668.0,342.0,4.720744680851063,601.5202863413722,22.739361702127663,185,11,368,568,449,517,28,10,501,240,9,69,533,226,413,325580,154,160,15,60,58,128,178,181,11639,34,822,62,25,30,93,196,163,29,184,1990,69,157,1,124,56,239,1660,85,4,102,135,38,152,61
Kansas,04-16-2020,1615,80,,1535.0,66.2295652059801,16122.0,359.0,4.953560371517028,661.147399536106,22.229102167182663,175,19,387,511,493,507,33,13,501,263,9,75,556,223,479,320844,144,162,18,59,55,165,206,206,11374,25,834,77,22,42,95,208,190,26,165,1965,62,163,5,122,46,258,1667,71,6,106,131,46,137,107
Kansas,04-17-2020,1730,82,,1648.0,70.94560235687031,16901.0,375.0,4.739884393063584,693.0934251060492,21.676300578034677,183,17,394,523,462,583,32,8,473,239,9,56,502,217,406,330632,149,175,24,45,44,165,189,185,11583,20,873,70,31,33,101,195,156,37,169,2009,67,134,3,107,62,209,1603,87,4,103,138,48,137,68
Kansas,04-18-2020,1821,85,,1736.0,74.67742305887911,17676.0,383.0,4.667764964305327,724.875414601179,21.03239978034048,200,19,345,505,432,592,29,6,486,287,9,70,510,207,390,324375,147,176,20,46,42,156,173,186,8968,24,874,66,25,36,91,225,163,34,182,1889,65,133,6,130,42,207,1605,96,5,102,127,33,130,67
Kansas,04-19-2020,1905,93,,1812.0,78.12218062996416,18130.0,390.0,4.881889763779528,743.4935090925197,20.47244094488189,140,12,300,376,366,544,22,5,395,165,10,38,388,126,322,299318,106,142,7,29,34,85,148,112,7025,21,667,73,20,29,64,159,99,37,122,1584,49,93,3,68,41,137,1357,59,0,78,110,24,64,53
Kansas,04-20-2020,2048,102,,1946.0,83.98647030454939,18761.0,405.0,4.98046875,769.3701998943608,19.775390625,169,14,338,408,439,554,30,7,485,228,11,66,515,174,403,332029,121,146,7,43,39,129,147,133,11524,22,845,45,21,37,100,184,124,40,141,1985,57,109,1,79,55,200,1564,73,1,68,132,31,99,66
Kansas,04-21-2020,2164,109,,2055.0,88.74351647414301,19101.0,419.0,5.036968576709796,783.3132662535146,19.362292051756008,182,11,411,478,493,661,28,11,541,301,17,95,684,196,509,355603,180,160,15,56,45,142,208,146,12738,19,968,66,18,30,105,218,145,44,198,2292,68,178,2,113,84,286,1924,98,0,122,151,38,129,77
Kansas,04-22-2020,2331,112,,2219.0,95.59202259760971,20203.0,432.0,4.804804804804805,828.5052048646538,18.53281853281853,166,14,398,466,496,684,28,10,454,303,10,69,660,196,459,339916,170,141,9,41,30,133,226,114,12522,18,1013,81,13,35,108,171,141,46,239,2187,63,142,3,116,87,260,1932,105,1,127,110,35,152,68
Kansas,04-23-2020,2721,113,,2608.0,111.58553989193304,21318.0,442.0,4.152884968761485,874.2302607189372,16.244027930907755,203,11,464,555,547,767,38,6,524,317,14,67,675,278,498,359822,226,165,16,74,42,184,203,187,13250,25,985,83,29,57,109,209,172,55,255,2350,78,162,3,127,68,395,1992,98,2,154,127,37,178,70
Kansas,04-24-2020,2959,118,,2841.0,121.34568634334065,23588.0,457.0,3.9878337276106803,967.3207331756403,15.44440689422102,197,11,407,469,464,827,30,7,544,325,8,59,574,247,466,345411,196,164,18,68,43,159,203,184,11887,34,1014,84,23,46,105,220,145,57,217,2267,58,144,2,127,75,365,1927,108,5,141,105,45,126,54
Kansas,04-25-2020,3135,120,,3015.0,128.56327363513785,25199.0,474.0,3.827751196172249,1033.3862623068064,15.119617224880386,213,7,461,464,473,873,25,7,525,280,14,62,509,251,453,347573,150,180,14,62,28,158,207,146,9840,21,968,94,22,37,102,183,139,45,178,2212,40,126,5,100,87,278,1789,104,1,121,102,53,155,51
Kansas,04-26-2020,3277,121,,3156.0,134.38655429101968,26227.0,485.0,3.6924015868172098,1075.5435335338948,14.800122062862375,193,8,395,435,499,749,27,7,491,244,12,38,476,203,363,314574,177,135,15,74,31,134,201,154,7638,16,800,61,24,37,92,177,128,30,161,1837,44,164,4,114,50,273,1643,74,5,117,82,44,117,65
Kansas,04-27-2020,3473,126,,3347.0,142.42432195688474,27167.0,496.0,3.6279873308378923,1114.0920111150845,14.281600921393604,225,12,460,527,543,733,34,10,575,345,18,47,530,250,401,341586,215,213,13,71,40,168,208,174,12123,20,994,81,29,56,90,249,170,45,201,2144,62,199,2,130,49,319,1859,99,4,148,128,48,111,49
Kansas,04-28-2020,3652,127,,3525.0,149.76493630479212,28090.0,504.0,3.4775465498357065,1151.9433353783165,13.800657174151151,186,19,464,540,490,700,30,8,554,292,13,69,686,221,478,342380,175,178,18,74,48,152,243,188,12652,30,1065,56,24,50,109,218,172,40,200,2253,57,170,7,114,100,282,2007,105,6,137,116,59,146,52
Kansas,04-29-2020,3839,134,266.0,3705.0,157.43362280232668,29458.0,515.0,3.490492315707216,1208.0436729645585,13.414951810367286,212,18,505,518,508,666,24,5,560,322,12,67,664,256,444,336062,199,165,23,99,37,176,259,181,12720,35,934,72,29,63,120,322,160,63,194,2226,68,177,4,135,134,353,1991,107,4,135,131,58,164,63
Kansas,04-30-2020,4413,134,272.0,4007.0,180.9727995380744,31626.0,523.0,3.0364831180602763,1296.9512255135146,11.851348289145706,177,14,524,594,522,768,23,7,572,321,11,72,644,241,490,350590,188,189,22,66,34,169,240,145,13244,30,1073,91,28,48,137,297,149,58,227,2204,60,197,5,126,145,293,1996,131,0,153,144,58,155,66
Kansas,05-01-2020,4634,140,280.0,4214.0,190.03579267152432,33034.0,534.0,3.0211480362537766,1354.6919238478927,11.523521795425115,151,6,316,503,392,761,21,1,375,267,6,57,543,219,436,399960,223,123,12,52,22,116,143,121,14009,30,1208,74,7,41,113,268,212,37,235,2721,68,115,0,92,94,258,1810,92,4,100,91,42,143,66
Kansas,05-02-2020,4885,142,286.0,4457.0,200.3290563660761,34942.0,541.0,2.9068577277379735,1432.937131533967,11.074718526100307,196,4,375,528,344,857,23,8,384,274,8,43,552,237,414,375997,246,126,12,71,33,177,169,159,11199,31,1064,65,14,53,106,418,172,59,222,2546,69,143,2,97,87,310,1929,114,4,141,78,59,147,48
Kansas,05-03-2020,5156,144,286.0,4726.0,211.44250043469557,36778.0,547.0,2.7928626842513578,1508.2296898733966,10.60899922420481,120,1,286,382,293,695,7,2,278,199,6,35,329,118,306,327554,95,84,0,21,3,87,120,84,7646,15,964,69,1,23,69,68,112,32,141,1866,40,67,0,57,98,140,1376,82,1,55,77,23,92,31
Kansas,05-04-2020,5383,156,291.0,4936.0,220.75154768036583,38603.0,553.0,2.8980122608211034,1583.0711490070896,10.273081924577374,214,5,295,455,374,680,15,6,431,277,13,62,566,240,372,360120,234,196,19,88,31,179,174,181,12341,32,833,58,17,65,92,474,175,36,222,2200,66,165,2,119,155,368,1907,105,6,164,92,53,144,36
Kansas,05-05-2020,5648,161,296.0,5191.0,231.6189376367651,40092.0,566.0,2.8505665722379603,1644.133577856442,10.021246458923512,179,6,310,494,394,664,13,6,383,257,4,45,572,217,351,376361,178,139,19,44,34,138,192,168,13863,35,983,93,21,41,100,154,207,40,225,2407,69,113,2,114,170,226,1917,92,6,128,99,61,128,62
Kansas,05-06-2020,5993,164,318.0,5511.0,245.7670490894357,42114.0,571.0,2.7365259469380945,1727.0538136747034,9.52778241281495,196,10,336,541,418,690,11,6,426,294,6,53,654,229,380,380401,164,150,19,45,32,118,182,149,14107,41,1026,57,17,50,123,163,199,42,234,2467,83,180,0,94,140,239,1993,100,6,144,81,39,141,53
Kansas,05-07-2020,6332,165,323.0,5844.0,259.6691064298861,44822.0,587.0,2.605811749842072,1838.1062363234923,9.27037271004422,225,3,334,611,466,775,23,17,468,325,6,34,701,300,424,372146,229,208,32,78,64,197,229,215,14033,44,1040,85,28,75,103,228,244,48,351,2646,91,263,3,104,156,286,2278,126,14,188,76,70,151,55
Kansas,05-08-2020,6667,168,332.0,6167.0,273.40712769552283,47708.0,608.0,2.519874006299685,1956.458264301485,9.11954402279886,174,3,310,516,440,847,5,17,469,244,9,36,611,217,488,394570,158,122,11,31,15,109,275,130,14778,29,1176,77,4,46,128,70,147,50,264,3028,62,153,0,96,121,215,2098,113,5,88,85,34,141,62
Kansas,05-09-2020,6829,174,350.0,6305.0,280.0505887254725,49933.0,635.0,2.547957241177332,2047.7033309165356,9.298579587055208,253,5,386,697,531,1042,47,17,529,397,13,75,587,322,501,389701,201,195,33,102,71,248,226,198,12338,51,1302,98,43,60,143,325,259,56,272,3115,65,211,6,162,146,302,2277,118,15,230,132,113,171,76
Kansas,05-10-2020,6951,174,371.0,6406.0,285.0536890072865,52505.0,657.0,2.5032369443245566,2153.178527021663,9.451877427708244,209,2,348,567,431,837,26,17,490,333,8,47,515,329,409,355902,193,176,22,80,56,239,198,197,10501,62,981,102,24,72,89,309,247,37,214,2580,70,215,12,116,133,275,1834,111,12,218,125,113,126,73
Kansas,05-11-2020,7159,180,376.0,6603.0,293.5835648975924,54109.0,660.0,2.514317642128789,2218.9569930219054,9.219164687805561,216,7,296,532,399,741,28,14,485,347,13,53,603,251,396,354029,172,143,15,59,33,141,201,186,13804,38,958,72,16,73,91,171,182,39,217,2420,73,153,3,108,108,257,1949,88,4,182,115,52,134,55
